nation,pos,squad,comp,age,born,mp,starts,min,90s,goals,shots,sot,sotpct,g/sh,g/sot,shodist,shofk,shopk,pkatt,pastotcmp,pastotatt,pastotcmppct,pastotdist,pastotprgdist,passhocmp,passhoatt,passhocmppct,pasmedcmp,pasmedatt,pasmedcmppct,pasloncmp,paslonatt,pasloncmppct,assists,pasass,pas3rd,ppa,crspa,pasprog,paslive,pasdead,pasfk,tb,sw,pascrs,ti,ck,ckin,ckout,ckstr,pasoff,pasblocks,sca,scapasslive,scapassdead,scadrib,scash,scafld,scadef,gca,gcapasslive,gcapassdead,gcadrib,gcash,gcafld,gcadef,tkl,tklwon,tkldef3rd,tklmid3rd,tklatt3rd,tkldri,tkldriatt,tkldripct,tkldripast,blocks,blksh,blkpass,int,tkl_plus_int,clr,err,touches,toudefpen,toudef3rd,toumid3rd,touatt3rd,touattpen,toulive,toatt,tosuc,tosucpct,totkl,totklpct,carries,cartotdist,carprgdist,carprog,car3rd,cpa,carmis,cardis,rec,recprog,crdy,crdr,2crdy,fls,fld,off,pkwon,pkcon,og,recov,aerwon,aerlost,aerwonpct,market_value_euros,negative,neutral,positive,avgsentimentscore,player_id,total_injuries,total_days_injured,avg_days_injured,max_days_injured,recent_injury_days,goals_per90,assists_per90,shots_on_target_rate
rsa,fwmf,strasbourg,ligue 1,27,1996,12,1,263,2.9,2,2.07,0.69,33.3,0.33,1.0,13.3,0.0,0.0,0.0,14.1,20.0,70.7,182.8,34.8,7.59,9.66,78.6,5.17,6.55,78.9,0.0,1.38,0.0,0.0,0.0,1.38,0.0,0.0,1.72,18.3,1.72,0.0,0.0,0.0,1.03,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.34,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.0,0.34,0.0,0.34,1.38,0.0,32.1,1.38,3.45,14.5,14.5,2.07,32.1,1.72,0.34,20.0,1.03,60.0,23.1,129.3,42.4,1.38,0.34,0.34,2.41,1.38,23.4,6.21,0.0,0.0,0.0,2.07,1.38,0.0,0.0,0.0,0.0,2.41,1.38,4.14,25.0,1000000.0,0.5192307692307693,0.25,0.2307692307692307,-0.2495538461538461,0.0,5,495,99.0,169,158,0.6896551724137931,0.0,0.3333333333333333
ger,fw,dortmund,bundesliga,18,2004,18,11,949,10.5,6,2.76,1.52,55.2,0.21,0.38,15.6,0.0,0.0,0.0,11.0,15.5,70.6,142.1,24.1,5.9,7.33,80.5,3.14,4.0,78.6,0.48,0.76,62.5,0.29,0.76,0.57,0.48,0.0,0.95,13.2,2.19,0.0,0.1,0.1,0.29,0.0,0.0,0.0,0.0,0.0,0.1,0.76,1.81,1.24,0.0,0.48,0.1,0.0,0.0,0.48,0.38,0.0,0.1,0.0,0.0,0.0,1.14,0.57,0.29,0.57,0.29,0.29,0.57,50.0,0.29,0.57,0.0,0.57,0.1,1.24,0.1,0.0,27.0,0.1,2.0,11.3,14.2,4.76,27.0,3.14,1.05,33.3,1.9,60.6,15.5,86.4,30.8,0.57,0.48,0.38,2.48,1.62,16.5,4.67,0.0,0.0,0.0,0.57,0.67,0.1,0.0,0.0,0.0,2.67,0.48,0.29,62.5,10000000.0,0.2666666666666666,0.32,0.4133333333333333,0.1224346666666666,0.0,13,298,22.923076923076923,71,7,0.5714285714285714,0.027619047619047616,0.5507246376811594
ben,fw,brest,ligue 1,28,1994,9,6,516,5.7,4,4.04,1.23,30.4,0.13,0.43,13.5,0.0,0.18,0.18,10.0,22.5,44.5,150.0,34.6,4.56,10.2,44.8,4.21,8.42,50.0,0.35,0.7,50.0,0.0,0.53,1.4,0.0,0.0,1.23,22.1,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.35,0.53,2.11,1.23,0.0,0.0,0.7,0.0,0.18,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.88,0.35,0.0,0.53,0.35,0.0,0.7,0.0,0.7,1.05,0.53,0.53,0.35,1.23,1.4,0.0,36.3,2.28,4.39,16.8,15.8,5.79,36.1,1.23,0.7,57.1,0.35,28.6,20.9,118.9,46.5,1.75,1.05,0.7,2.98,1.93,27.4,3.33,0.0,0.0,0.0,1.93,1.4,0.7,0.0,0.0,0.0,3.16,8.42,5.44,60.8,2000000.0,0.7169811320754716,0.1132075471698113,0.1698113207547169,-0.4873283018867924,0.0,6,145,24.166666666666668,50,16,0.7017543859649122,0.0,0.30445544554455445
eng,mffw,chelsea,premier league,24,1999,21,19,1539,17.1,3,1.81,0.53,29.0,0.1,0.33,19.2,0.12,0.0,0.0,32.5,43.2,75.2,488.1,124.2,19.2,22.5,85.2,9.36,12.2,76.6,2.51,4.74,53.1,0.12,1.7,3.1,1.46,0.29,5.38,38.9,3.98,0.99,0.29,0.47,3.68,0.29,1.99,0.64,1.11,0.06,0.23,1.17,3.16,2.4,0.53,0.12,0.06,0.06,0.0,0.41,0.29,0.0,0.0,0.06,0.06,0.0,1.7,0.94,0.29,0.88,0.53,0.7,1.35,52.2,0.64,1.23,0.35,0.88,0.41,2.11,0.53,0.0,53.5,0.99,6.14,23.1,24.9,3.22,53.5,1.7,0.88,51.7,0.64,37.9,29.0,153.3,79.8,2.69,1.93,0.64,2.11,1.46,37.4,6.37,0.18,0.0,0.0,1.4,1.52,0.06,0.0,0.0,0.0,4.74,0.47,0.7,40.0,28000000.0,0.3,0.19,0.51,0.231011,0.0,15,471,31.4,111,20,0.17543859649122806,0.007017543859649122,0.2928176795580111
bra,mfdf,tottenham,premier league,30,1992,8,0,98,1.1,0,0.91,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,34.5,49.1,70.4,448.2,125.5,23.6,29.1,81.3,10.0,14.5,68.8,0.0,0.91,0.0,0.0,0.91,1.82,3.64,0.91,6.36,45.5,3.64,0.0,0.0,0.0,5.45,2.73,0.91,0.0,0.0,0.0,0.0,2.73,4.55,2.73,0.0,0.0,0.0,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,4.55,0.91,1.82,3.64,0.91,1.82,50.0,0.91,0.0,0.0,0.0,1.82,8.18,0.91,0.0,68.2,0.0,9.09,24.5,34.5,4.55,68.2,6.36,1.82,28.6,4.55,71.4,36.4,224.5,80.0,2.73,2.73,0.91,3.64,2.73,45.5,9.09,0.0,0.0,0.0,0.91,2.73,0.0,0.0,0.0,0.0,5.45,1.82,0.91,66.7,3500000.0,0.19,0.22,0.59,0.26811,0.0,14,435,31.071428571428573,94,36,0.0,0.0,0.0
por,mf,wolves,premier league,36,1986,20,16,1396,15.5,0,0.77,0.06,8.3,0.0,0.0,20.7,0.19,0.0,0.0,43.7,53.4,81.8,813.8,216.7,15.5,17.6,88.3,22.3,25.4,87.6,4.77,7.1,67.3,0.13,1.81,5.68,1.23,0.26,7.16,47.5,5.68,2.71,0.32,0.39,2.52,0.19,1.23,0.45,0.52,0.0,0.26,0.84,3.23,2.45,0.71,0.0,0.06,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,2.65,1.42,1.29,1.03,0.32,0.97,2.52,38.5,1.55,1.23,0.32,0.9,0.9,3.55,0.84,0.0,61.6,2.19,12.8,33.9,15.4,0.58,61.6,0.45,0.19,42.9,0.26,57.1,30.7,122.5,64.5,0.84,1.16,0.0,0.77,0.32,38.8,1.29,0.13,0.0,0.0,1.48,0.65,0.06,0.0,0.0,0.0,5.35,0.39,1.1,26.1,600000.0,0.2962962962962963,0.2345679012345679,0.4691358024691358,0.175174074074074,0.0,8,209,26.125,56,56,0.0,0.008387096774193548,0.07792207792207792
por,dffw,spezia,serie a,25,1998,4,0,58,0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,70.0,71.4,675.0,270.0,30.0,33.3,90.0,15.0,20.0,75.0,1.67,10.0,16.7,0.0,1.67,6.67,0.0,0.0,1.67,56.7,13.3,0.0,0.0,0.0,5.0,13.3,0.0,0.0,0.0,0.0,0.0,3.33,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.67,8.33,1.67,1.67,5.0,6.67,75.0,1.67,1.67,1.67,0.0,0.0,11.7,0.0,0.0,85.0,5.0,18.3,33.3,33.3,0.0,85.0,0.0,0.0,0.0,0.0,0.0,30.0,91.7,33.3,0.0,1.67,0.0,0.0,0.0,40.0,3.33,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,11.7,0.0,1.67,0.0,600000.0,0.2962962962962963,0.2345679012345679,0.4691358024691358,0.175174074074074,0.0,8,209,26.125,56,56,0.0,0.0,0.0
cod,mf,nantes,ligue 1,26,1996,19,13,1161,12.9,0,1.24,0.31,25.0,0.0,0.0,16.9,0.0,0.0,0.0,34.7,40.9,84.8,573.1,149.7,15.0,17.1,87.8,14.7,16.2,90.9,3.02,4.11,73.6,0.16,0.62,4.11,0.47,0.08,5.27,40.2,0.62,0.47,0.0,0.31,0.31,0.16,0.0,0.0,0.0,0.0,0.08,0.93,1.78,1.71,0.0,0.0,0.0,0.08,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,2.64,1.71,1.09,1.16,0.39,0.7,1.78,39.1,1.09,0.85,0.16,0.7,1.16,3.8,0.47,0.0,50.5,2.09,9.61,32.0,9.3,1.47,50.5,0.7,0.23,33.3,0.31,44.4,36.0,187.3,91.2,1.16,0.93,0.08,0.93,0.54,32.8,2.02,0.39,0.0,0.0,1.09,0.78,0.0,0.0,0.0,0.0,5.19,1.09,1.71,38.9,1600000.0,0.6363636363636364,0.1454545454545454,0.2181818181818181,-0.3934727272727272,0.0,3,59,19.666666666666668,37,4,0.0,0.012403100775193798,0.25
eng,fw,west ham,premier league,18,2004,1,0,4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,14.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.1698113207547169,0.1132075471698113,0.7169811320754716,0.5037698113207547,0.0,0,0,0.0,0,0,0.0,0.0,0.0
fra,df,paris s-g,ligue 1,25,1997,17,10,1007,11.2,0,0.89,0.18,20.0,0.0,0.0,11.5,0.0,0.0,0.0,48.8,55.7,87.5,720.0,204.9,26.7,28.3,94.3,18.3,20.7,88.4,1.7,2.59,65.5,0.27,0.71,1.43,0.71,0.18,2.05,50.3,5.27,0.8,0.0,0.18,1.16,4.46,0.0,0.0,0.0,0.0,0.18,0.98,1.34,1.16,0.0,0.09,0.09,0.0,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.0,2.32,1.79,1.07,0.54,0.71,1.52,2.23,68.0,0.71,1.79,0.63,1.16,1.16,3.48,1.16,0.0,65.9,3.84,19.6,32.9,14.3,2.05,65.9,1.96,0.54,27.3,0.89,45.5,48.1,254.4,117.2,1.61,0.89,0.27,0.98,0.98,44.6,4.2,0.0,0.0,0.0,1.25,1.07,0.18,0.0,0.0,0.0,5.27,1.7,0.8,67.9,10000000.0,0.3111111111111111,0.1222222222222222,0.5666666666666667,0.2039866666666666,0.0,8,251,31.375,99,9,0.0,0.02410714285714286,0.20224719101123595
tur,df,sassuolo,serie a,23,1999,1,1,6,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,110.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.4098360655737705,0.0491803278688524,0.5409836065573771,0.1067295081967213,0.0,7,306,43.71428571428572,152,8,0.0,0.0,0.0
ger,gk,stuttgart,bundesliga,25,1997,19,19,1710,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,38.6,81.4,813.3,563.7,6.84,6.89,99.2,15.7,16.0,98.4,8.63,15.4,56.2,0.0,0.11,0.37,0.05,0.0,0.11,30.3,8.26,1.21,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.21,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.21,40.8,33.1,40.1,0.84,0.0,0.0,40.8,0.0,0.0,0.0,0.0,0.0,23.5,117.7,67.3,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,2.05,0.16,0.0,100.0,1200000.0,0.463768115942029,0.0144927536231884,0.5217391304347826,-0.0113391304347826,0.0,13,323,24.846153846153847,126,12,0.0,0.0,0.0
ger,fwmf,bayern munich,bundesliga,33,1989,13,10,812,9.0,4,2.44,1.44,59.1,0.18,0.31,13.5,0.0,0.0,0.0,35.6,45.9,77.5,502.0,148.3,18.8,21.6,87.1,13.2,16.8,78.8,1.22,2.78,44.0,0.44,2.11,1.67,2.11,0.11,5.44,44.1,1.33,0.22,0.33,0.22,1.44,0.78,0.0,0.0,0.0,0.0,0.44,1.11,5.0,4.44,0.0,0.11,0.33,0.0,0.11,0.78,0.56,0.0,0.0,0.22,0.0,0.0,0.78,0.56,0.33,0.33,0.11,0.44,0.78,57.1,0.33,0.89,0.22,0.67,0.33,1.11,0.67,0.0,55.2,1.0,5.56,19.9,29.8,6.89,55.2,0.78,0.33,42.9,0.44,57.1,30.7,99.1,50.8,2.11,1.0,0.89,2.78,1.0,43.6,10.3,0.0,0.0,0.0,0.22,0.44,0.56,0.0,0.0,0.0,3.89,2.67,0.89,75.0,6000000.0,0.23,0.27,0.5,0.1695479999999999,0.0,15,139,9.266666666666667,36,9,0.4444444444444444,0.04888888888888889,0.5901639344262295
gha,df,rayo vallecano,la liga,24,1998,4,2,193,2.1,0,0.48,0.48,100.0,0.0,0.0,17.2,0.0,0.0,0.0,42.9,52.9,81.1,881.9,214.3,11.9,14.3,83.3,25.7,27.6,93.1,5.24,11.0,47.8,0.0,0.48,2.38,0.0,0.0,1.9,51.4,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.95,0.0,0.48,0.48,1.9,0.0,60.0,4.76,26.2,33.3,0.95,0.48,60.0,0.48,0.0,0.0,0.48,100.0,47.6,185.7,64.3,0.48,0.0,0.0,0.0,0.48,43.8,0.48,0.0,0.0,0.0,0.48,1.43,0.0,0.0,0.0,0.0,5.24,0.48,1.43,25.0,5000000.0,0.6037735849056604,0.1509433962264151,0.2452830188679245,-0.3155490566037736,0.0,3,264,88.0,215,215,0.0,0.0,1.0
zim,mf,reims,ligue 1,26,1996,19,16,1437,16.0,3,2.0,0.63,31.3,0.09,0.3,17.8,0.0,0.0,0.0,22.2,30.1,73.8,359.8,120.6,10.9,13.7,79.5,7.88,9.88,79.7,2.19,4.13,53.0,0.06,0.94,2.63,0.31,0.06,3.0,29.9,0.19,0.19,0.19,0.19,0.69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.44,1.75,0.0,0.13,0.19,0.31,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.94,0.56,1.31,0.25,0.88,1.81,48.3,0.94,1.19,0.31,0.88,1.06,3.19,1.63,0.0,42.3,2.38,9.56,23.0,10.6,2.44,42.3,1.63,0.75,46.2,0.63,38.5,28.4,144.6,64.5,1.13,0.63,0.13,2.0,0.63,25.3,2.06,0.25,0.0,0.0,1.88,1.5,0.13,0.0,0.0,0.0,5.75,1.75,1.31,57.1,15000000.0,0.5849056603773585,0.2075471698113207,0.2075471698113207,-0.3044169811320755,0.0,4,110,27.5,47,31,0.1875,0.00375,0.315
esp,df,real sociedad,la liga,25,1997,11,9,756,8.4,0,0.36,0.12,33.3,0.0,0.0,25.1,0.0,0.0,0.0,41.1,50.5,81.4,685.4,231.7,18.9,21.1,89.8,19.5,22.9,85.4,2.5,5.0,50.0,0.0,0.71,1.31,1.07,0.71,1.67,42.0,8.21,0.71,0.0,0.0,2.62,7.5,0.0,0.0,0.0,0.0,0.24,0.83,1.9,1.55,0.0,0.24,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.26,1.07,1.31,0.71,0.24,1.31,2.74,47.8,1.43,1.55,0.36,1.19,0.36,2.62,1.67,0.0,60.8,2.02,19.2,25.5,16.8,0.24,60.8,1.67,0.36,21.4,1.31,78.6,31.4,140.4,62.6,1.79,1.31,0.0,1.31,1.07,38.1,4.76,0.0,0.0,0.0,1.67,0.48,0.0,0.0,0.0,0.0,3.57,1.43,1.07,57.1,4000000.0,0.5254237288135594,0.1016949152542373,0.3728813559322034,-0.1173271186440678,0.0,3,298,99.33333333333331,209,209,0.0,0.0,0.3333333333333333
esp,mf,rayo vallecano,la liga,19,2003,2,0,12,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100.0,230.0,150.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,10.0,20.0,30.0,0.0,60.0,10.0,0.0,0.0,10.0,100.0,60.0,170.0,0.0,0.0,0.0,0.0,20.0,10.0,60.0,10.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.5294117647058824,0.0588235294117647,0.4117647058823529,-0.1321838235294117,0.0,0,0,0.0,0,0,0.0,0.0,0.0
col,fw,atalanta,serie a,31,1991,13,6,579,6.4,1,1.72,0.47,27.3,0.0,0.0,20.8,0.31,0.16,0.16,23.9,37.5,63.8,401.1,118.4,12.3,16.6,74.5,7.66,10.9,70.0,2.66,6.56,40.5,0.31,2.34,1.88,2.81,0.31,5.78,33.1,4.22,0.63,0.47,1.25,4.38,0.78,1.56,0.94,0.31,0.0,0.16,0.78,4.53,3.75,0.31,0.31,0.0,0.16,0.0,0.63,0.47,0.0,0.0,0.0,0.16,0.0,0.78,0.47,0.16,0.31,0.31,0.31,1.09,28.6,0.78,0.78,0.0,0.78,0.0,0.78,0.31,0.0,51.3,0.47,2.5,20.2,28.9,6.09,51.1,4.69,1.41,30.0,3.13,66.7,30.0,223.1,116.6,4.84,2.97,2.81,4.06,2.34,40.3,10.5,0.31,0.31,0.16,1.41,1.09,0.31,0.16,0.0,0.0,3.28,0.94,2.19,30.0,1200000.0,0.1794871794871795,0.3333333333333333,0.4871794871794871,0.2592038461538462,0.0,13,407,31.307692307692307,98,7,0.15625,0.048437499999999994,0.27325581395348836
col,df,sampdoria,serie a,30,1992,11,8,685,7.6,0,0.13,0.0,0.0,0.0,0.0,26.4,0.0,0.0,0.0,39.3,48.3,81.5,819.5,309.7,11.8,13.0,90.9,21.7,24.5,88.7,5.66,9.61,58.9,0.0,0.13,3.42,0.13,0.0,3.95,43.4,4.74,3.03,0.13,0.66,0.13,1.71,0.0,0.0,0.0,0.0,0.13,0.53,0.66,0.53,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,1.18,1.45,0.66,0.0,1.71,2.24,76.5,0.53,1.71,1.05,0.66,0.66,2.76,3.16,0.0,57.9,6.97,27.5,28.2,2.89,0.26,57.9,0.39,0.13,33.3,0.13,33.3,27.5,140.1,86.3,1.05,0.53,0.0,0.66,0.13,32.6,0.39,0.39,0.0,0.0,1.18,1.71,0.0,0.0,0.0,0.13,5.79,3.29,2.11,61.0,600000.0,0.288135593220339,0.2711864406779661,0.4406779661016949,0.0231593220338983,0.0,8,280,35.0,88,28,0.0,0.0,0.0
kvx,fw,mallorca,la liga,28,1994,19,19,1654,18.4,8,2.34,0.82,34.9,0.14,0.4,16.3,0.0,0.11,0.16,14.8,25.8,57.4,203.0,40.5,9.29,13.2,70.4,4.08,8.1,50.3,0.65,1.68,38.7,0.05,0.76,1.2,0.11,0.0,1.79,25.5,0.22,0.0,0.11,0.11,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.82,1.63,1.2,0.0,0.11,0.16,0.16,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.38,0.22,0.16,0.22,0.0,0.11,0.33,33.3,0.22,0.49,0.16,0.33,0.27,0.65,2.17,0.0,37.0,2.55,4.78,18.6,14.0,3.53,36.8,0.98,0.38,38.9,0.43,44.4,19.2,86.3,32.0,1.03,1.03,0.38,2.28,1.2,27.7,4.84,0.22,0.05,0.0,1.9,1.2,0.92,0.0,0.0,0.0,3.1,5.65,4.67,54.7,5000000.0,0.4029850746268656,0.2985074626865671,0.2985074626865671,-0.088455223880597,0.0,8,229,28.625,65,20,0.4347826086956522,0.0027173913043478264,0.3504273504273504
eng,fw,newcastle utd,premier league,27,1995,22,5,557,6.2,1,1.94,0.81,41.7,0.08,0.2,17.5,0.0,0.0,0.0,18.9,30.3,62.2,278.2,67.7,11.1,14.0,79.3,6.45,9.19,70.2,0.48,2.26,21.4,0.16,1.13,0.48,2.26,0.32,3.71,29.0,1.13,0.0,0.65,0.0,3.39,0.48,0.48,0.16,0.0,0.0,0.16,2.42,2.9,2.58,0.0,0.16,0.0,0.16,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,1.45,0.65,0.48,0.81,0.16,0.81,1.61,50.0,0.81,1.29,0.0,1.29,0.32,1.77,0.32,0.0,41.1,0.97,4.68,14.0,23.2,5.32,41.1,2.74,0.65,23.5,1.45,52.9,26.1,191.1,123.7,5.48,3.06,2.1,0.97,1.77,28.7,8.87,0.0,0.0,0.0,1.13,0.65,0.16,0.0,0.0,0.0,4.03,0.32,0.81,28.6,16000000.0,0.0666666666666666,0.1733333333333333,0.76,0.5908533333333333,0.0,2,104,52.0,94,10,0.16129032258064516,0.025806451612903226,0.4175257731958763
ita,df,sampdoria,serie a,28,1994,9,3,381,4.2,0,0.48,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.4,36.0,73.5,478.1,241.0,10.7,11.9,90.0,11.9,15.2,78.1,2.86,6.67,42.9,0.0,0.48,2.86,0.71,0.48,3.57,31.7,4.05,0.24,0.0,0.0,1.43,3.81,0.0,0.0,0.0,0.0,0.24,0.24,0.71,0.48,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,2.38,2.38,1.43,0.24,0.95,1.43,66.7,0.48,2.38,0.71,1.67,0.48,4.52,3.1,0.0,47.4,4.76,20.5,20.0,7.14,0.24,47.4,0.24,0.0,0.0,0.24,100.0,20.7,74.3,33.1,0.48,0.24,0.0,0.95,0.24,24.5,1.67,0.48,0.0,0.0,1.19,0.48,0.24,0.0,0.48,0.0,3.81,1.19,0.95,55.6,400000.0,0.7241379310344828,0.0517241379310344,0.2241379310344827,-0.409603448275862,0.0,15,833,55.53333333333333,532,532,0.0,0.0,0.0
usa,mf,valencia,la liga,20,2002,18,17,1391,15.5,0,0.97,0.13,13.3,0.0,0.0,20.3,0.0,0.0,0.0,29.7,36.6,81.1,508.7,114.5,13.9,16.3,85.7,12.3,14.2,86.4,2.52,3.35,75.0,0.13,0.77,3.03,0.39,0.13,4.32,36.0,0.52,0.19,0.19,0.65,1.29,0.32,0.0,0.0,0.0,0.0,0.06,1.1,2.39,1.42,0.13,0.32,0.13,0.32,0.06,0.13,0.13,0.0,0.0,0.0,0.0,0.0,2.13,1.55,0.65,1.23,0.26,0.65,1.1,58.8,0.45,0.84,0.06,0.77,0.65,2.77,0.77,0.13,47.4,1.29,7.29,24.1,16.8,2.06,47.4,2.39,0.84,35.1,1.16,48.6,30.5,223.9,113.0,3.1,2.9,0.39,2.32,0.84,34.0,4.19,0.45,0.0,0.0,1.68,1.61,0.13,0.0,0.0,0.0,4.26,0.84,1.29,39.4,20000000.0,0.2676056338028169,0.1830985915492957,0.5492957746478874,0.2146929577464788,0.0,6,102,17.0,32,4,0.0,0.008387096774193548,0.13402061855670103
ger,mffw,bayern munich,bundesliga,19,2003,19,17,1360,15.1,10,2.65,1.19,45.0,0.25,0.56,14.7,0.0,0.0,0.0,33.6,40.7,82.4,465.1,99.0,20.3,23.3,87.2,10.7,12.1,88.0,1.06,1.85,57.1,0.46,2.12,2.38,1.26,0.0,4.37,39.9,0.66,0.0,0.07,0.13,0.33,0.26,0.0,0.0,0.0,0.0,0.2,0.93,4.7,3.71,0.0,0.6,0.33,0.07,0.0,0.99,0.73,0.0,0.2,0.07,0.0,0.0,1.52,0.99,0.46,0.73,0.33,0.46,0.93,50.0,0.46,1.06,0.07,0.99,0.79,2.32,0.2,0.0,55.0,0.79,5.89,26.4,23.6,6.16,55.0,4.7,2.25,47.9,2.12,45.1,40.3,218.1,98.5,2.85,2.25,1.32,3.18,3.18,43.0,8.48,0.07,0.0,0.0,0.73,1.52,0.07,0.0,0.0,0.0,5.56,0.6,0.53,52.9,140000000.0,0.26,0.25,0.49,0.142065,0.0,15,315,21.0,116,116,0.6622516556291391,0.030463576158940398,0.4490566037735849
